time_s,step,state,phase_current_a,phase_current_b,phase_current_c,target_speed_rpm,observer_speed_rpm,true_speed_rpm,id_ref_a,iq_ref_a,id_a,iq_a,vd_v,vq_v,duty_a,duty_b,duty_c,dc_bus_voltage_v,control_angle_rad,forced_angle_rad,observer_angle_rad,true_angle_rad,observer_reliable,flags,observer_bemf_alpha_v,observer_bemf_beta_v,observer_bemf_magnitude_v,observer_pll_phase_error_rad,observer_speed_mean_rpm,observer_speed_variance_rpm2,observer_speed_variance_ratio,observer_reliability_flags,observer_reliable_samples,observer_wait_elapsed_s,observer_loss_elapsed_s,voltage_limited
4.02,48240,5,0.243,-0.554,0.311,582.0,117,,0.0,0.8,-0.12,0.542,-1.515,6.203,0.855,0.099,0.901,12.288,3.375,3.375,1.853,,0,29534,1.078,-0.95,1.4368660341173076,2.144,-117,37635,2.7492877492877494,27,0,0.0,0.0,1
4.04,48480,5,0.466,0.332,-0.798,582.0,-268,,0.0,0.8,-0.031,0.801,1.601,6.181,0.946,0.605,0.054,12.288,5.625,5.625,0.134,,0,29534,1.326,0.477,1.4091859352122416,-1.375,-133,35751,2.021086550963876,27,0,0.0,0.0,1
4.06,48720,5,-0.841,0.464,0.377,582.0,-58,,0.0,0.8,0.067,0.84,-0.729,2.34,0.331,0.56,0.669,12.288,1.591,1.591,5.061,,0,29534,0.5,0.558,0.7492422839108855,0.488,-112,35386,2.8209502551020407,27,0,0.0,0.0,0
4.08,48960,5,0.448,-0.723,0.275,582.0,181,,0.0,0.8,0.027,0.729,-3.892,4.747,0.908,0.092,0.251,12.288,3.84,3.84,2.717,,0,29534,0.818,0.801,1.1448689881379441,2.782,-114,37519,2.886965220067713,27,0,0.0,0.0,0
4.1,49200,5,0.003,0.484,-0.487,582.0,-261,,0.0,0.8,-0.105,0.55,-0.811,6.333,0.552,0.949,0.051,12.288,6.09,6.09,1.414,,0,29534,-0.14,1.5,1.5065191668213187,-1.337,-107,34766,3.0365970827146476,27,0,0.0,0.0,1
4.12,49440,5,-0.809,0.043,0.766,582.0,38,,0.0,0.8,0.008,0.911,1.422,5.267,0.133,0.698,0.867,12.288,2.056,2.056,6.063,,0,29534,-1.016,0.431,1.1036380747328356,1.392,-110,36678,3.031239669421488,27,0,0.0,0.0,0
4.14,49680,5,0.728,-0.712,-0.016,582.0,-401,,0.0,0.8,0.081,0.827,-1.566,2.147,0.679,0.404,0.321,12.288,4.305,4.305,3.912,,0,29534,-0.49,0.096,0.49931553150287644,-2.558,-132,36517,2.095787419651056,27,0,0.0,0.0,0
4.16,49920,5,-0.182,0.701,-0.519,582.0,-234,,0.0,0.8,0.013,0.727,-3.717,5.191,0.055,0.945,0.38,12.288,0.271,0.271,2.723,,0,29534,-1.102,-0.065,1.1039153047222419,-1.108,-127,34796,2.1573563147126293,27,0,0.0,0.0,1
4.18,50160,5,-0.247,-0.322,0.57,582.0,98,,0.0,0.8,-0.098,0.563,-0.154,6.383,0.095,0.161,0.905,12.288,2.521,2.521,0.772,,0,29534,-0.519,-1.214,1.3202867112866052,1.972,-108,37846,3.244684499314129,27,0,0.0,0.0,1
4.2,50400,5,0.879,-0.423,-0.456,582.0,-266,,0.0,0.8,0.031,0.879,1.095,4.715,0.82,0.18,0.296,12.288,4.77,4.77,5.267,,0,29534,0.756,-0.755,1.068438580359208,-1.355,-130,36155,2.1393491124260353,27,0,0.0,0.0,0
4.22,50640,5,-0.479,0.793,-0.314,582.0,-104,,0.0,0.8,0.075,0.795,-1.94,2.327,0.302,0.698,0.639,12.288,0.736,0.736,3.979,,0,29534,0.571,-0.446,0.724539163882809,0.065,-124,35265,2.293509365244537,27,0,0.0,0.0,0
4.24,50880,5,-0.117,-0.535,0.651,582.0,152,,0.0,0.8,0.009,0.694,-3.335,5.445,0.799,0.084,0.916,12.288,2.986,2.986,1.786,,0,29534,1.189,-0.579,1.3224832702155442,2.483,-115,38341,2.8991304347826086,27,0,0.0,0.0,1
4.26,51120,5,0.46,0.093,-0.552,582.0,-259,,0.0,0.8,-0.093,0.584,0.131,6.384,0.95,0.483,0.05,12.288,5.235,5.235,0.35,,0,29534,1.222,0.868,1.4989022649926178,-1.319,-123,35833,2.3684975874148986,27,0,0.0,0.0,1
4.28,51360,5,-0.801,0.677,0.124,582.0,5,,0.0,0.8,0.008,0.862,1.255,4.066,0.203,0.797,0.425,12.288,1.201,1.201,5.138,,0,29534,0.084,1.062,1.0653168542738822,1.066,-104,35284,3.2622041420118344,27,0,0.0,0.0,0
4.3,51600,5,0.158,-0.747,0.589,582.0,-447,,0.0,0.8,0.084,0.783,-2.743,2.676,0.77,0.23,0.472,12.288,3.451,3.451,2.79,,0,29534,0.113,0.714,0.7228865747819639,-2.975,-120,36118,2.5081944444444444,27,0,0.0,0.0,0
4.32,51840,5,0.362,0.278,-0.64,582.0,-257,,0.0,0.8,0.011,0.642,-3.222,5.512,0.542,0.949,0.051,12.288,5.7,5.7,1.628,,0,29534,-0.447,1.3,1.3747032407032436,-1.313,-116,33931,2.5216260404280617,27,0,0.0,0.0,1
4.34,52080,5,-0.607,0.179,0.428,582.0,73,,0.0,0.8,-0.085,0.617,0.701,6.346,0.107,0.893,0.88,12.288,1.666,1.666,6.086,,0,29534,-1.322,0.057,1.3232282493961502,1.729,-108,36483,3.1278292181069958,27,0,0.0,0.0,1
4.36,52320,5,0.591,-0.865,0.275,582.0,-300,,0.0,0.8,0.038,0.883,0.838,3.399,0.715,0.285,0.71,12.288,3.916,3.916,4.176,,0,29534,-0.45,-0.659,0.7979855888423049,-1.652,-129,35369,2.1254131362297937,27,0,0.0,0.0,0
4.38,52560,5,0.153,0.576,-0.729,582.0,-201,,0.0,0.8,0.063,0.767,-3.033,3.185,0.215,0.785,0.289,12.288,6.165,6.165,2.92,,0,29534,-0.492,-0.297,0.5746938315311901,-0.818,-112,34220,2.727997448979592,27,0,0.0,0.0,0
4.4,52800,5,-0.484,-0.04,0.524,582.0,140,,0.0,0.8,-0.018,0.583,-3.152,5.553,0.13,0.104,0.896,12.288,2.131,2.131,0.751,,0,29534,-0.027,-1.389,1.3892623942222002,2.38,-116,38208,2.839476813317479,27,0,0.0,0.0,1
4.42,53040,5,0.67,-0.472,-0.198,582.0,-259,,0.0,0.8,-0.068,0.685,1.034,6.301,0.95,0.05,0.477,12.288,4.381,4.381,5.485,,0,29534,1.169,-0.664,1.3444169740076923,-1.305,-118,35580,2.55530020109164,27,0,0.0,0.0,1
4.44,53280,5,-0.244,0.836,-0.592,582.0,-11,,0.0,0.8,0.051,0.859,0.538,2.855,0.443,0.702,0.298,12.288,0.347,0.347,4.046,,0,29534,0.923,0.244,0.9547067612623261,0.924,-108,35194,3.017318244170096,27,0,0.0,0.0,0
4.46,53520,5,-0.428,-0.313,0.741,582.0,211,,0.0,0.8,0.05,0.742,-3.624,3.797,0.638,0.139,0.861,12.288,2.596,2.596,1.653,,0,29534,0.94,-0.004,0.9400085105997711,3.068,-109,37108,3.123306119013551,27,0,0.0,0.0,0
4.48,53760,5,0.549,-0.156,-0.393,582.0,-237,,0.0,0.8,-0.062,0.562,-2.75,5.762,0.949,0.543,0.051,12.288,4.846,4.846,0.481,,0,29534,0.897,1.232,1.5239530832673294,-1.124,-117,35447,2.589451384323179,27,0,0.0,0.0,1
4.5,54000,5,-0.575,0.702,-0.128,582.0,48,,0.0,0.8,-0.048,0.747,1.431,6.223,0.097,0.903,0.153,12.288,0.812,0.812,5.053,,0,29534,-0.348,1.323,1.3680032894697292,1.49,-106,36189,3.220808116767533,27,0,0.0,0.0,1
4.52,54240,5,-0.121,-0.669,0.79,582.0,-335,,0.0,0.8,0.053,0.849,-0.06,2.826,0.48,0.301,0.699,12.288,3.061,3.061,2.993,,0,29534,-0.579,0.332,0.667431644440088,-1.964,-118,35309,2.535837403045102,27,0,0.0,0.0,0
4.54,54480,5,0.616,0.019,-0.635,582.0,-229,,0.0,0.8,0.035,0.722,-3.913,4.455,0.68,0.905,0.095,12.288,5.311,5.311,1.741,,0,29534,-0.636,0.769,0.9979263499878135,-1.064,-112,34232,2.728954081632653,27,0,0.0,0.0,0
4.56,54720,5,-0.559,0.337,0.222,582.0,120,,0.0,0.8,-0.098,0.554,-1.998,6.064,0.105,0.873,0.895,12.288,1.277,1.277,5.953,,0,29534,-1.274,-0.36,1.323886702101052,2.183,-105,37849,3.433015873015873,27,0,0.0,0.0,1
4.58,54960,5,0.335,-0.809,0.474,582.0,-272,,0.0,0.8,-0.033,0.813,1.753,6.139,0.583,0.053,0.947,12.288,3.526,3.526,4.331,,0,29534,-0.252,-1.156,1.1831483423476532,-1.421,-128,35547,2.16961669921875,27,0,0.0,0.0,1
4.6,55200,5,0.474,0.373,-0.848,582.0,-32,,0.0,0.8,0.072,0.846,-0.782,2.428,0.561,0.676,0.324,12.288,5.776,5.776,2.96,,0,29534,0.28,-0.454,0.5334004124482845,0.733,-108,35029,3.003172153635117,27,0,0.0,0.0,0
4.62,55440,5,-0.718,0.271,0.447,582.0,179,,0.0,0.8,0.022,0.725,-4.048,4.931,0.075,0.244,0.925,12.288,1.742,1.742,0.701,,0,29534,0.339,-1.109,1.1596559834709603,2.749,-124,38175,2.4827653485952133,27,0,0.0,0.0,0
4.64,55680,5,0.487,-0.487,0.0,582.0,-236,,0.0,0.8,-0.11,0.551,-1.276,6.256,0.95,0.05,0.497,12.288,3.991,3.991,5.65,,0,29534,1.433,-0.234,1.451979683053451,-1.114,-120,35526,2.4670833333333335,27,0,0.0,0.0,1
4.66,55920,5,0.043,0.765,-0.808,582.0,32,,0.0,0.8,0.004,0.909,1.788,5.283,0.746,0.867,0.133,12.288,6.241,6.241,4.057,,0,29534,1.069,0.84,1.3595444089841273,1.324,-100,35447,3.5447,27,0,0.0,0.0,0
4.68,56160,5,-0.699,-0.018,0.717,582.0,-392,,0.0,0.8,0.074,0.814,-1.637,2.452,0.378,0.305,0.695,12.288,2.207,2.207,1.813,,0,29534,0.382,0.517,0.642816459030103,-2.473,-110,35966,2.972396694214876,27,0,0.0,0.0,0
4.7,56400,5,0.701,-0.519,-0.182,582.0,-228,,0.0,0.8,0.01,0.727,-3.85,5.093,0.946,0.397,0.054,12.288,4.456,4.456,0.671,,0,29534,0.477,1.202,1.2931871480957424,-1.062,-109,35089,2.9533709283730327,27,0,0.0,0.0,1
4.72,56640,5,-0.334,0.573,-0.239,582.0,81,,0.0,0.8,-0.112,0.565,-0.368,6.374,0.14,0.899,0.101,12.288,0.422,0.422,5.068,,0,29534,-0.755,1.148,1.3740192866186411,1.802,-111,36856,2.9913156399642884,27,0,0.0,0.0,1
4.74,56880,5,-0.452,-0.469,0.921,582.0,-294,,0.0,0.8,0.039,0.92,1.281,4.554,0.182,0.328,0.818,12.288,2.672,2.672,3.229,,0,29534,-1.054,-0.068,1.0561912705566165,-1.612,-125,34571,2.212544,27,0,0.0,0.0,0
4.76,57120,5,0.792,-0.322,-0.469,582.0,-155,,0.0,0.8,0.081,0.792,-2.287,2.496,0.717,0.671,0.283,12.288,4.921,4.921,1.913,,0,29534,-0.564,0.025,0.564553806115945,-0.396,-118,34094,2.4485779948290722,27,0,0.0,0.0,0
4.78,57360,5,-0.551,0.675,-0.124,582.0,151,,0.0,0.8,0.01,0.719,-3.575,5.291,0.092,0.908,0.828,12.288,0.887,0.887,5.925,,0,29534,-0.96,-0.595,1.1294356998076518,2.493,-123,38039,2.51431026505387,27,0,0.0,0.0,1
4.8,57600,5,0.093,-0.547,0.455,582.0,-254,,0.0,0.8,-0.095,0.578,0.159,6.383,0.477,0.05,0.95,12.288,3.137,3.137,4.552,,0,29534,0.213,-1.37,1.386459159153273,-1.272,-136,35009,1.8927876297577855,27,0,0.0,0.0,1
4.82,57840,5,0.677,0.121,-0.798,582.0,32,,0.0,0.8,0.007,0.86,1.191,4.236,0.808,0.434,0.192,12.288,5.386,5.386,3.019,,0,29534,0.938,-0.37,1.0083372451714754,1.319,-116,35241,2.6189803804994054,27,0,0.0,0.0,0
4.84,58080,5,-0.741,0.575,0.166,582.0,-436,,0.0,0.8,0.07,0.774,-2.864,2.633,0.227,0.46,0.773,12.288,1.352,1.352,0.601,,0,29534,0.608,-0.468,0.7672600602142666,-2.854,-139,36798,1.9045598053930957,27,0,0.0,0.0,0
4.86,58320,5,0.297,-0.69,0.393,582.0,-224,,0.0,0.8,0.011,0.692,-3.141,5.559,0.949,0.051,0.557,12.288,3.602,3.602,5.817,,0,29534,1.327,0.142,1.3345759626188387,-1.012,-125,35256,2.256384,27,0,0.0,0.0,1
4.88,58560,5,0.179,0.423,-0.602,582.0,70,,0.0,0.8,-0.085,0.612,0.92,6.318,0.901,0.853,0.099,12.288,5.851,5.851,4.008,,0,29534,0.826,1.264,1.5099576152991845,1.701,-103,36172,3.409557922518616,27,0,0.0,0.0,1
4.9,58800,5,-0.865,0.279,0.586,582.0,-310,,0.0,0.8,0.039,0.882,0.63,3.406,0.281,0.688,0.719,12.288,1.817,1.817,2.052,,0,29534,-0.285,0.834,0.8813518026304819,-1.742,-114,34984,2.6919052016004925,27,0,0.0,0.0,0
4.92,59040,5,0.568,-0.728,0.16,582.0,-182,,0.0,0.8,0.067,0.762,-3.094,3.012,0.784,0.309,0.216,12.288,4.067,4.067,0.768,,0,29534,-0.114,0.838,0.8457186293324748,-0.643,-110,35093,2.9002479338842977,27,0,0.0,0.0,0
4.94,59280,5,-0.013,0.549,-0.536,582.0,129,,0.0,0.8,0.008,0.627,-3.215,5.516,0.102,0.898,0.135,12.288,0.033,0.033,4.928,,0,29534,-1.05,0.818,1.3310236662058268,2.272,-112,38187,3.044244260204082,27,0,0.0,0.0,1
4.96,59520,5,-0.46,-0.193,0.653,582.0,-278,,0.0,0.8,-0.07,0.667,1.211,6.269,0.05,0.502,0.95,12.288,2.282,2.282,3.405,,0,29534,-1.206,-0.464,1.2921811018584044,-1.484,-126,34744,2.18846056941295,27,0,0.0,0.0,1
4.98,59760,5,0.819,-0.583,-0.236,582.0,-24,,0.0,0.8,0.05,0.841,0.287,2.927,0.701,0.299,0.413,12.288,4.532,4.532,1.984,,0,29534,-0.222,-0.597,0.6369403425753467,0.8,-116,34830,2.588436385255648,27,0,0.0,0.0,0
5.0,60000,5,-0.31,0.752,-0.442,582.0,-465,,0.0,0.8,0.057,0.753,-3.422,3.456,0.166,0.834,0.636,12.288,0.498,0.498,5.765,,0,29534,-0.311,-0.628,0.700788841235361,-3.112,-133,37472,2.1183786534004185,27,0,0.0,0.0,0
