divider_mode,sequence,phase_u_raw,phase_v_raw,phase_w_raw,current_u_raw,current_v_raw,bus_last_raw
off,164,384,339,359,1951,1932,0
off,165,383,339,354,1954,1934,0
off,166,385,340,324,1950,1932,0
off,167,384,340,359,1955,1933,0
off,168,385,339,322,1952,1933,0
off,169,381,340,356,1951,1932,0
off,170,382,341,357,1951,1933,0
off,171,381,340,355,1950,1932,0
off,172,381,340,357,1951,1933,0
off,173,385,340,324,1950,1933,0
off,174,385,338,322,1950,1932,0
off,175,383,338,353,1953,1932,0
off,176,382,341,357,1949,1933,0
off,177,384,340,324,1951,1932,0
off,178,385,340,324,1950,1932,0
off,179,382,338,356,1951,1932,0
off,180,382,341,358,1951,1932,0
off,181,381,337,354,1950,1933,0
off,182,384,340,325,1950,1932,0
off,183,382,339,355,1950,1932,0
off,184,383,340,359,1953,1932,0
off,185,383,340,356,1950,1932,0
off,186,384,340,323,1950,1932,0
off,187,382,340,357,1951,1933,0
off,188,384,341,324,1951,1932,0
off,189,381,339,356,1951,1933,0
off,190,384,340,325,1950,1932,0
off,191,380,340,357,1950,1933,0
off,192,385,339,323,1952,1932,0
off,193,384,340,325,1949,1931,0
off,194,382,338,331,1949,1933,0
off,195,385,342,323,1950,1932,0
off,196,381,339,358,1949,1931,0
off,197,383,339,321,1950,1932,0
off,198,383,340,357,1950,1932,0
off,199,382,339,321,1949,1932,0
off,200,382,340,358,1951,1933,0
off,201,382,338,344,1951,1932,0
off,202,385,339,323,1951,1932,0
off,203,384,338,321,1952,1932,0
off,204,381,339,358,1951,1933,0
off,205,382,339,320,1949,1933,0
off,206,384,339,324,1949,1932,0
off,207,382,340,357,1951,1933,0
off,208,382,338,354,1953,1932,0
off,209,382,339,355,1955,1933,0
off,210,384,339,322,1952,1933,0
off,211,385,339,324,1951,1933,0
off,212,383,340,359,1951,1933,0
off,213,381,338,343,1952,1932,0
off,214,383,341,349,1952,1932,0
off,215,382,339,354,1953,1933,0
off,216,384,339,324,1949,1931,0
off,217,382,339,354,1952,1933,0
off,218,383,340,358,1952,1931,0
off,219,382,339,355,1951,1933,0
off,220,385,341,324,1951,1932,0
off,221,381,338,355,1952,1933,0
off,222,384,339,331,1949,1933,0
off,223,382,338,342,1950,1931,0
off,224,381,341,356,1951,1933,0
off,225,385,338,322,1951,1933,0
off,226,382,338,354,1953,1932,0
off,227,384,340,359,1952,1933,0
off,228,384,338,321,1951,1933,0
off,229,384,340,359,1951,1933,0
off,230,384,340,321,1951,1933,0
off,231,384,340,359,1951,1932,0
off,232,382,339,325,1950,1933,0
off,233,383,338,321,1952,1932,0
off,234,383,341,325,1951,1933,0
off,235,384,340,358,1954,1933,0
off,236,381,341,355,1951,1932,0
off,237,382,341,355,1952,1933,0
off,238,384,338,322,1950,1931,0
off,239,385,339,323,1950,1933,0
off,240,381,339,357,1950,1932,0
off,241,383,340,357,1951,1933,0
off,242,382,339,347,1953,1934,0
off,243,381,338,354,1953,1933,0
off,244,384,339,323,1951,1933,0
off,245,384,339,322,1952,1933,0
off,246,385,338,322,1951,1932,0
off,247,384,339,321,1951,1933,0
off,248,383,340,326,1948,1934,0
off,249,383,340,358,1950,1933,0
off,250,382,338,355,1951,1932,0
off,251,382,338,355,1951,1933,0
off,252,383,338,321,1952,1933,0
off,253,382,339,321,1951,1932,0
off,254,382,339,326,1949,1932,0
off,255,381,337,355,1952,1932,0
