divider_mode,sequence,phase_u_raw,phase_v_raw,phase_w_raw,current_u_raw,current_v_raw,bus_last_raw
on,145,75,35,21,1949,1930,1
on,146,77,38,18,1950,1933,1
on,147,76,35,20,1949,1931,1
on,148,76,37,21,1951,1932,1
on,149,76,35,21,1952,1931,1
on,150,76,35,21,1949,1932,1
on,151,73,35,50,1952,1934,1
on,152,72,34,48,1955,1933,1
on,153,76,34,14,1952,1933,1
on,154,75,34,14,1951,1932,1
on,155,76,35,17,1951,1933,1
on,156,76,34,14,1951,1932,1
on,157,76,35,17,1949,1932,1
on,158,76,36,20,1949,1933,1
on,159,73,36,51,1951,1933,1
on,160,73,34,50,1952,1933,1
on,161,77,35,18,1950,1932,1
on,162,74,36,53,1950,1933,1
on,163,77,35,15,1952,1933,1
on,164,74,34,48,1953,1934,1
on,165,73,35,47,1952,1933,1
on,166,74,33,48,1950,1934,1
on,167,75,34,14,1952,1932,1
on,168,77,34,17,1951,1932,1
on,169,77,35,55,1951,1932,1
on,170,74,35,50,1951,1932,1
on,171,74,34,48,1950,1933,1
on,172,74,35,46,1952,1932,1
on,173,77,35,19,1951,1933,1
on,174,76,35,19,1950,1933,1
on,175,75,36,21,1949,1933,1
on,176,77,34,15,1952,1933,1
on,177,77,34,19,1950,1933,1
on,178,77,34,13,1950,1932,1
on,179,75,34,14,1951,1932,1
on,180,77,35,16,1951,1933,1
on,181,75,36,55,1951,1933,1
on,182,73,36,55,1950,1932,1
on,183,74,36,55,1950,1933,1
on,184,73,36,50,1951,1933,1
on,185,75,35,14,1951,1933,1
on,186,76,34,16,1952,1932,1
on,187,76,37,21,1946,1932,1
on,188,76,37,43,1952,1932,1
on,189,74,33,50,1951,1933,1
on,190,75,35,50,1951,1933,1
on,191,74,35,47,1953,1933,1
on,192,75,33,50,1951,1933,1
on,193,74,35,48,1953,1933,1
on,194,74,34,36,1949,1933,1
on,195,77,35,15,1951,1933,1
on,196,75,36,18,1950,1932,1
on,197,74,36,50,1951,1932,1
on,198,76,34,15,1951,1932,1
on,199,76,36,55,1951,1932,1
on,200,73,36,51,1952,1933,1
on,201,76,35,16,1952,1932,1
on,202,77,36,19,1950,1933,1
on,203,77,35,17,1951,1933,1
on,204,76,35,16,1951,1933,1
on,205,78,35,18,1950,1933,1
on,206,74,34,47,1951,1932,1
on,207,73,35,50,1951,1932,1
on,208,73,35,50,1951,1932,1
on,209,73,34,48,1952,1933,1
on,210,74,35,47,1953,1933,1
on,211,77,35,14,1952,1933,1
on,212,74,35,14,1951,1934,1
on,213,77,34,16,1950,1933,1
on,214,77,35,16,1953,1933,1
on,215,76,37,20,1952,1933,1
on,216,77,38,19,1951,1932,1
on,217,76,37,21,1948,1932,1
on,218,76,37,18,1951,1933,1
on,219,77,36,19,1951,1932,1
on,220,74,35,48,1951,1933,1
on,221,73,36,53,1949,1932,1
on,222,76,37,20,1951,1933,1
on,223,78,35,16,1951,1933,1
on,224,73,36,53,1951,1933,1
on,225,77,38,18,1951,1932,1
on,226,73,36,53,1951,1932,1
on,227,76,36,55,1952,1933,1
on,228,76,37,22,1948,1933,1
on,229,74,36,54,1950,1933,1
on,230,76,36,20,1947,1931,1
on,231,73,35,53,1949,1932,1
on,232,73,35,54,1950,1933,1
on,233,74,34,48,1949,1932,1
on,234,74,34,48,1954,1934,1
on,235,74,35,14,1948,1933,1
on,236,74,35,47,1949,1933,1
on,237,77,35,18,1950,1933,1
on,238,73,34,22,1948,1933,1
on,239,74,35,47,1951,1932,1
on,240,73,36,51,1950,1933,1
on,241,72,35,50,1952,1932,1
on,242,77,37,20,1951,1933,1
on,243,76,35,18,1949,1932,1
on,244,73,35,47,1952,1933,1
on,245,74,34,48,1954,1933,1
on,246,73,36,52,1951,1932,1
on,247,74,35,50,1952,1933,1
on,248,75,36,55,1952,1933,1
on,249,73,36,53,1950,1932,1
on,250,75,35,55,1952,1933,1
on,251,72,36,53,1951,1932,1
on,252,74,36,54,1949,1932,1
on,253,74,35,50,1951,1933,1
on,254,76,36,50,1954,1934,1
on,255,73,35,53,1950,1932,1
