foc_stop
FOC stopped; gate enable and TIM1 outputs are disabled.
msh >
msh >
foc_phase_capture stop
FOC phase capture stopped; IO_BEMF disabled.
msh >
msh >
foc_phase_capture start on
FOC phase capture armed: divider=on, 256 samples at 12kHz (~21.33ms), outputs remain DISABLED.
msh >
msh >
foc_phase_capture status
FOC phase capture state=complete capture-divider=on rate=12000Hz samples=256/256 unread=256 window=21333us raw-only.
msh >
msh >
foc_phase_capture dump
FPV_META,divider=on
FPV_HEADER,sequence,phase_u_raw,phase_v_raw,phase_w_raw,current_u_raw,current_v_raw,bus_last_raw
FPV,145,75,35,21,1949,1930,1
FPV,146,77,38,18,1950,1933,1
FPV,147,76,35,20,1949,1931,1
FPV,148,76,37,21,1951,1932,1
FPV,149,76,35,21,1952,1931,1
FPV,150,76,35,21,1949,1932,1
FPV,151,73,35,50,1952,1934,1
FPV,152,72,34,48,1955,1933,1
FPV,153,76,34,14,1952,1933,1
FPV,154,75,34,14,1951,1932,1
FPV,155,76,35,17,1951,1933,1
FPV,156,76,34,14,1951,1932,1
FPV,157,76,35,17,1949,1932,1
FPV,158,76,36,20,1949,1933,1
FPV,159,73,36,51,1951,1933,1
FPV,160,73,34,50,1952,1933,1
FPV,161,77,35,18,1950,1932,1
FPV,162,74,36,53,1950,1933,1
FPV,163,77,35,15,1952,1933,1
FPV,164,74,34,48,1953,1934,1
FPV,165,73,35,47,1952,1933,1
FPV,166,74,33,48,1950,1934,1
FPV,167,75,34,14,1952,1932,1
FPV,168,77,34,17,1951,1932,1
FPV,169,77,35,55,1951,1932,1
FPV,170,74,35,50,1951,1932,1
FPV,171,74,34,48,1950,1933,1
FPV,172,74,35,46,1952,1932,1
FPV,173,77,35,19,1951,1933,1
FPV,174,76,35,19,1950,1933,1
FPV,175,75,36,21,1949,1933,1
FPV,176,77,34,15,1952,1933,1
FPV,177,77,34,19,1950,1933,1
FPV,178,77,34,13,1950,1932,1
FPV,179,75,34,14,1951,1932,1
FPV,180,77,35,16,1951,1933,1
FPV,181,75,36,55,1951,1933,1
FPV,182,73,36,55,1950,1932,1
FPV,183,74,36,55,1950,1933,1
FPV,184,73,36,50,1951,1933,1
FPV,185,75,35,14,1951,1933,1
FPV,186,76,34,16,1952,1932,1
FPV,187,76,37,21,1946,1932,1
FPV,188,76,37,43,1952,1932,1
FPV,189,74,33,50,1951,1933,1
FPV,190,75,35,50,1951,1933,1
FPV,191,74,35,47,1953,1933,1
FPV,192,75,33,50,1951,1933,1
FPV,193,74,35,48,1953,1933,1
FPV,194,74,34,36,1949,1933,1
FPV,195,77,35,15,1951,1933,1
FPV,196,75,36,18,1950,1932,1
FPV,197,74,36,50,1951,1932,1
FPV,198,76,34,15,1951,1932,1
FPV,199,76,36,55,1951,1932,1
FPV,200,73,36,51,1952,1933,1
FPV,201,76,35,16,1952,1932,1
FPV,202,77,36,19,1950,1933,1
FPV,203,77,35,17,1951,1933,1
FPV,204,76,35,16,1951,1933,1
FPV,205,78,35,18,1950,1933,1
FPV,206,74,34,47,1951,1932,1
FPV,207,73,35,50,1951,1932,1
FPV,208,73,35,50,1951,1932,1
FPV,209,73,34,48,1952,1933,1
FPV,210,74,35,47,1953,1933,1
FPV,211,77,35,14,1952,1933,1
FPV,212,74,35,14,1951,1934,1
FPV,213,77,34,16,1950,1933,1
FPV,214,77,35,16,1953,1933,1
FPV,215,76,37,20,1952,1933,1
FPV,216,77,38,19,1951,1932,1
FPV,217,76,37,21,1948,1932,1
FPV,218,76,37,18,1951,1933,1
FPV,219,77,36,19,1951,1932,1
FPV,220,74,35,48,1951,1933,1
FPV,221,73,36,53,1949,1932,1
FPV,222,76,37,20,1951,1933,1
FPV,223,78,35,16,1951,1933,1
FPV,224,73,36,53,1951,1933,1
FPV,225,77,38,18,1951,1932,1
FPV,226,73,36,53,1951,1932,1
FPV,227,76,36,55,1952,1933,1
FPV,228,76,37,22,1948,1933,1
FPV,229,74,36,54,1950,1933,1
FPV,230,76,36,20,1947,1931,1
FPV,231,73,35,53,1949,1932,1
FPV,232,73,35,54,1950,1933,1
FPV,233,74,34,48,1949,1932,1
FPV,234,74,34,48,1954,1934,1
FPV,235,74,35,14,1948,1933,1
FPV,236,74,35,47,1949,1933,1
