foc_stop
FOC stopped; gate enable and TIM1 outputs are disabled.
msh >
msh >
foc_phase_capture stop
FOC phase capture stopped; IO_BEMF disabled.
msh >
msh >
foc_phase_capture start on
FOC phase capture armed: divider=on, 256 samples at 12kHz (~21.33ms), outputs remain DISABLED.
msh >
msh >
foc_phase_capture status
FOC phase capture state=complete capture-divider=on rate=12000Hz samples=256/256 unread=256 window=21333us raw-only.
msh >
msh >
foc_phase_capture dump
FPV_META,divider=on
FPV_HEADER,sequence,phase_u_raw,phase_v_raw,phase_w_raw,current_u_raw,current_v_raw,bus_last_raw
FPV,218,77,35,16,1952,1932,0
FPV,219,75,36,21,1953,1933,0
FPV,220,74,35,28,1948,1931,0
FPV,221,77,35,14,1952,1933,0
FPV,222,76,36,19,1951,1933,0
FPV,223,75,36,55,1952,1933,0
FPV,224,77,36,15,1952,1932,0
FPV,225,75,36,55,1952,1934,0
FPV,226,74,34,49,1951,1934,0
FPV,227,73,34,47,1953,1933,0
FPV,228,77,35,18,1950,1932,0
FPV,229,75,36,19,1952,1932,0
FPV,230,73,36,51,1950,1933,0
FPV,231,74,34,47,1953,1932,0
FPV,232,77,34,14,1951,1933,0
FPV,233,77,36,18,1951,1933,0
FPV,234,73,36,49,1952,1932,0
FPV,235,77,35,17,1951,1933,0
FPV,236,76,37,53,1953,1933,0
FPV,237,74,36,54,1950,1932,0
FPV,238,77,35,18,1950,1933,0
FPV,239,77,35,19,1950,1932,0
FPV,240,77,36,19,1951,1933,0
FPV,241,74,34,46,1951,1931,0
FPV,242,73,33,47,1955,1933,0
FPV,243,75,35,40,1950,1934,0
FPV,244,76,36,19,1951,1933,0
FPV,245,74,36,55,1951,1933,0
FPV,246,75,34,47,1951,1932,0
FPV,247,74,34,47,1949,1933,0
FPV,248,77,37,18,1951,1933,0
FPV,249,75,36,26,1952,1933,0
FPV,250,73,34,48,1956,1933,0
FPV,251,76,35,15,1952,1932,0
FPV,252,72,35,54,1949,1933,0
FPV,253,74,36,49,1951,1933,0
FPV,254,74,35,13,1951,1932,0
FPV,255,76,35,17,1951,1933,0
msh >
msh >
FOC alive flags=0x0004231f sync=842059 steps=0 errors=0 Vbus=0mV.
foc_status
FOC state=uninitialized observer=rust-smo-pll reliable=0 closed=0 target=0rpm estimate=0rpm.
FOC Iref d/q=0/0mA I d/q=0/0mA V d/q=0/0mV.
FOC observer bemf a/b=0/0mV pllerr=0mrad speed mean/var=0/0 gate=0x00 streak=0 wait/loss=0/0ms vlim=0.
FOC flags=0x0004231f steps=0 errors=0 ISRmax=0/12500 cycles misses=0 peak=0 (~0mA).
FOC timing independent peaks pre/control/post=0/0/0 cycles; do not sum.
FOC rates PWM/control=12000/12000Hz ratio=1 delay=1 PWM ticks ADC trigger=1.
FOC sync interval last/min/avg/max=0/0/0/0 cycles (0 samples); monitor ISR=0/0/0 cycles.
FOC WCET step=0 total=0 pre/control/post=0/0/0 trace=0/0 samples=0 invalid=0.
FTIMING,1,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,271135
FOC last status=0 rust_fault=0x00000000 duty=0/0/0 per-mille.
FOC boot-profile status=0 rev=1 board=0x43116001 motor=0x28041007 approvals=0x00 runtime/record CRC=0x8c7a8df4/0xd9f996c3.
FOC ADC U/V/W=1951/1932/1955 offsets=1952/1933/1953 Vbus=0 (~0mV) Pot=2049.
msh >
msh >
foc_phase_capture stop
FOC phase capture stopped; IO_BEMF disabled.
msh >
msh >
foc_stop
FOC stopped; gate enable and TIM1 outputs are disabled.
msh >
msh >
