foc_stop
FOC stopped; gate enable and TIM1 outputs are disabled.
msh >
msh >
FOC alive flags=0x0004231f sync=421583 steps=0 errors=0 Vbus=13mV.
foc_phase_capture stop
FOC phase capture stopped; IO_BEMF disabled.
msh >
msh >
foc_phase_capture start on
FOC phase capture armed: divider=on, 256 samples at 12kHz (~21.33ms), outputs remain DISABLED.
msh >
msh >
foc_phase_capture status
FOC phase capture state=complete capture-divider=on rate=12000Hz samples=256/256 unread=256 window=21333us raw-only.
msh >
msh >
foc_phase_capture dump
FPV_META,divider=on
FPV_HEADER,sequence,phase_u_raw,phase_v_raw,phase_w_raw,current_u_raw,current_v_raw,bus_last_raw
FPV,143,73,34,40,1949,1933,0
FPV,144,77,35,16,1951,1933,0
FPV,145,73,34,48,1952,1934,0
FPV,146,74,33,48,1950,1933,0
FPV,147,74,36,49,1951,1933,0
FPV,148,77,35,16,1950,1932,0
FPV,149,77,36,20,1951,1933,0
FPV,150,73,33,50,1952,1932,0
FPV,151,74,35,13,1949,1932,0
FPV,152,77,37,21,1949,1932,0
FPV,153,76,36,56,1951,1933,0
FPV,154,73,34,50,1952,1932,0
FPV,155,74,35,19,1950,1933,0
FPV,156,75,35,20,1949,1931,0
FPV,157,76,36,54,1951,1934,0
FPV,158,73,34,47,1949,1932,0
FPV,159,74,33,48,1951,1933,0
FPV,160,75,35,13,1951,1933,0
FPV,161,75,35,14,1952,1933,0
FPV,162,77,36,19,1951,1933,0
FPV,163,76,35,16,1951,1932,0
FPV,164,76,35,18,1951,1933,0
FPV,165,75,35,19,1951,1933,0
FPV,166,73,36,53,1950,1932,0
FPV,167,74,36,51,1952,1933,0
FPV,168,73,34,47,1948,1934,0
FPV,169,74,35,50,1951,1932,0
FPV,170,74,35,27,1948,1932,0
FPV,171,77,35,15,1951,1933,0
FPV,172,76,36,23,1953,1932,0
FPV,173,76,37,20,1948,1932,0
FPV,174,76,37,55,1952,1933,0
FPV,175,76,37,21,1950,1933,0
FPV,176,75,37,22,1952,1932,0
FPV,177,77,35,13,1951,1933,0
FPV,178,73,35,50,1951,1933,0
FPV,179,74,36,55,1950,1932,0
FPV,180,73,36,52,1951,1932,0
FPV,181,76,36,47,1954,1934,0
FPV,182,77,37,21,1950,1931,0
FPV,183,77,35,16,1951,1933,0
FPV,184,75,34,48,1951,1932,0
FPV,185,75,36,55,1951,1933,0
FPV,186,73,36,53,1951,1931,0
FPV,187,77,35,17,1950,1932,0
FPV,188,73,34,48,1954,1934,0
FPV,189,76,37,40,1952,1932,0
FPV,190,76,36,20,1951,1933,0
FPV,191,74,36,18,1949,1933,0
FPV,192,73,35,54,1951,1932,0
FPV,193,74,36,48,1955,1932,0
FPV,194,76,36,41,1953,1933,0
FPV,195,75,35,14,1952,1933,0
FPV,196,76,35,15,1952,1933,0
FPV,197,74,34,48,1951,1932,0
FPV,198,72,35,52,1951,1933,0
FPV,199,77,36,19,1951,1933,0
FPV,200,75,35,13,1950,1932,0
FPV,201,76,38,21,1953,1933,0
FPV,202,76,35,17,1951,1933,0
FPV,203,77,35,19,1951,1933,0
FPV,204,76,37,56,1951,1933,0
FPV,205,75,36,56,1952,1933,0
FPV,206,73,36,54,1951,1933,0
FPV,207,76,35,14,1952,1933,0
FPV,208,73,34,51,1951,1933,0
FPV,209,75,35,14,1951,1933,0
FPV,210,72,35,51,1951,1933,0
FPV,211,76,36,35,1953,1933,0
FPV,212,73,36,52,1951,1933,0
FPV,213,74,36,53,1950,1933,0
FPV,214,76,36,44,1954,1933,0
FPV,215,77,36,20,1951,1933,0
FPV,216,76,36,51,1954,1933,0
FPV,217,75,36,20,1949,1932,0
FPV,218,73,36,54,1950,1932,0
FPV,219,75,36,55,1952,1934,0
FPV,220,72,36,52,1951,1933,0
FPV,221,73,33,50,1952,1933,0
FPV,222,74,33,47,1953,1932,0
FPV,223,73,36,51,1952,1933,0
FPV,224,74,36,50,1951,1933,0
FPV,225,74,35,49,1951,1933,0
FPV,226,77,35,18,1950,1933,0
FPV,227,76,36,18,1950,1932,0
FPV,228,73,36,52,1951,1933,0
FPV,229,74,34,49,1951,1933,0
FPV,230,76,36,19,1951,1933,0
FPV,231,76,36,29,1952,1933,0
FPV,232,74,34,46,1951,1932,0
FPV,233,77,35,15,1953,1933,0
FPV,234,74,35,54,1950,1934,0
FPV,235,74,37,55,1951,1933,0
FPV,236,73,35,51,1952,1932,0
FPV,237,74,36,51,1951,1932,0
FPV,238,77,35,14,1952,1933,0
FPV,239,76,35,19,1951,1933,0
FPV,240,76,34,18,1950,1932,0
FPV,241,76,34,18,1950,1933,0
FPV,242,75,36,47,1954,1933,0
FPV,243,77,36,21,1949,1932,0
