foc_stop
FOC stopped; gate enable and TIM1 outputs are disabled.
msh >
msh >
foc_phase_capture stop
FOC phase capture stopped; IO_BEMF disabled.
msh >
msh >
foc_phase_capture start off
FOC phase capture armed: divider=off, 256 samples at 12kHz (~21.33ms), outputs remain DISABLED.
msh >
msh >
foc_phase_capture status
FOC phase capture state=complete capture-divider=off rate=12000Hz samples=256/256 unread=256 window=21333us raw-only.
msh >
msh >
foc_phase_capture dump
FPV_META,divider=off
FPV_HEADER,sequence,phase_u_raw,phase_v_raw,phase_w_raw,current_u_raw,current_v_raw,bus_last_raw
FPV,145,384,340,359,1953,1932,0
FPV,146,383,339,321,1952,1933,0
FPV,147,383,340,350,1952,1933,0
FPV,148,385,339,322,1952,1933,0
FPV,149,384,340,341,1950,1932,0
FPV,150,384,339,324,1950,1933,0
FPV,151,384,340,354,1952,1933,0
FPV,152,381,338,338,1952,1932,0
FPV,153,385,340,324,1950,1933,0
FPV,154,384,339,358,1954,1933,0
FPV,155,384,340,358,1950,1933,0
FPV,156,382,339,355,1951,1933,0
FPV,157,382,338,355,1951,1932,0
FPV,158,382,339,325,1950,1933,0
FPV,159,382,339,321,1950,1931,0
FPV,160,386,339,322,1951,1933,0
FPV,161,385,339,322,1952,1933,0
FPV,162,385,338,321,1949,1932,0
FPV,163,383,339,320,1949,1932,0
FPV,164,384,339,359,1951,1932,0
FPV,165,383,339,354,1954,1934,0
FPV,166,385,340,324,1950,1932,0
FPV,167,384,340,359,1955,1933,0
FPV,168,385,339,322,1952,1933,0
FPV,169,381,340,356,1951,1932,0
FPV,170,382,341,357,1951,1933,0
FPV,171,381,340,355,1950,1932,0
FPV,172,381,340,357,1951,1933,0
FPV,173,385,340,324,1950,1933,0
FPV,174,385,338,322,1950,1932,0
FPV,175,383,338,353,1953,1932,0
FPV,176,382,341,357,1949,1933,0
FPV,177,384,340,324,1951,1932,0
FPV,178,385,340,324,1950,1932,0
FPV,179,382,338,356,1951,1932,0
FPV,180,382,341,358,1951,1932,0
FPV,181,381,337,354,1950,1933,0
FPV,182,384,340,325,1950,1932,0
FPV,183,382,339,355,1950,1932,0
FPV,184,383,340,359,1953,1932,0
FPV,185,383,340,356,1950,1932,0
FPV,186,384,340,323,1950,1932,0
FPV,187,382,340,357,1951,1933,0
FPV,188,384,341,324,1951,1932,0
FPV,189,381,339,356,1951,1933,0
FPV,190,384,340,325,1950,1932,0
FPV,191,380,340,357,1950,1933,0
FPV,192,385,339,323,1952,1932,0
FPV,193,384,340,325,1949,1931,0
FPV,194,382,338,331,1949,1933,0
FPV,195,385,342,323,1950,1932,0
FPV,196,381,339,358,1949,1931,0
FPV,197,383,339,321,1950,1932,0
FPV,198,383,340,357,1950,1932,0
FPV,199,382,339,321,1949,1932,0
FPV,200,382,340,358,1951,1933,0
FPV,201,382,338,344,1951,1932,0
FPV,202,385,339,323,1951,1932,0
FPV,203,384,338,321,1952,1932,0
FPV,204,381,339,358,1951,1933,0
FPV,205,382,339,320,1949,1933,0
FPV,206,384,339,324,1949,1932,0
FPV,207,382,340,357,1951,1933,0
FPV,208,382,338,354,1953,1932,0
FPV,209,382,339,355,1955,1933,0
FPV,210,384,339,322,1952,1933,0
FPV,211,385,339,324,1951,1933,0
FPV,212,383,340,359,1951,1933,0
FPV,213,381,338,343,1952,1932,0
FPV,214,383,341,349,1952,1932,0
FPV,215,382,339,354,1953,1933,0
FPV,216,384,339,324,1949,1931,0
FPV,217,382,339,354,1952,1933,0
FPV,218,383,340,358,1952,1931,0
FPV,219,382,339,355,1951,1933,0
FPV,220,385,341,324,1951,1932,0
FPV,221,381,338,355,1952,1933,0
FPV,222,384,339,331,1949,1933,0
FPV,223,382,338,342,1950,1931,0
FPV,224,381,341,356,1951,1933,0
FPV,225,385,338,322,1951,1933,0
FPV,226,382,338,354,1953,1932,0
FPV,227,384,340,359,1952,1933,0
FPV,228,384,338,321,1951,1933,0
FPV,229,384,340,359,1951,1933,0
FPV,230,384,340,321,1951,1933,0
FPV,231,384,340,359,1951,1932,0
FPV,232,382,339,325,1950,1933,0
FPV,233,383,338,321,1952,1932,0
FPV,234,383,341,325,1951,1933,0
FPV,235,384,340,358,1954,1933,0
FPV,236,381,341,355,1951,1932,0
FPV,237,382,341,355,1952,1933,0
FPV,238,384,338,322,1950,1931,0
FPV,239,385,339,323,1950,1933,0
FPV,240,381,339,357,1950,1932,0
FPV,241,383,340,357,1951,1933,0
FPV,242,382,339,347,1953,1934,0
FPV,243,381,338,354,1953,1933,0
FPV,244,384,339,323,1951,1933,0
FPV,245,384,339,322,1952,1933,0
FPV,246,385,338,322,1951,1932,0
FPV,247,384,339,321,1951,1933,0
FPV,248,383,340,326,1948,1934,0
FPV,249,383,340,358,1950,1933,0
FPV,250,382,338,355,1951,1932,0
FPV,251,382,338,355,1951,1933,0
FPV,252,383,338,321,1952,1933,0
FPV,253,382,339,321,1951,1932,0
FPV,254,382,339,326,1949,1932,0
FPV,255,381,337,355,1952,1932,0
msh >
msh >
FOC alive flags=0x0004231f sync=661846 steps=0 errors=0 Vbus=0mV.
foc_status
FOC state=uninitialized observer=rust-smo-pll reliable=0 closed=0 target=0rpm estimate=0rpm.
FOC Iref d/q=0/0mA I d/q=0/0mA V d/q=0/0mV.
FOC observer bemf a/b=0/0mV pllerr=0mrad speed mean/var=0/0 gate=0x00 streak=0 wait/loss=0/0ms vlim=0.
FOC flags=0x0004231f steps=0 errors=0 ISRmax=0/12500 cycles misses=0 peak=0 (~0mA).
FOC timing independent peaks pre/control/post=0/0/0 cycles; do not sum.
FOC rates PWM/control=12000/12000Hz ratio=1 delay=1 PWM ticks ADC trigger=1.
FOC sync interval last/min/avg/max=0/0/0/0 cycles (0 samples); monitor ISR=0/0/0 cycles.
FOC WCET step=0 total=0 pre/control/post=0/0/0 trace=0/0 samples=0 invalid=0.
FTIMING,1,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,271135
FOC last status=0 rust_fault=0x00000000 duty=0/0/0 per-mille.
FOC boot-profile status=0 rev=1 board=0x43116001 motor=0x28041007 approvals=0x00 runtime/record CRC=0x8c7a8df4/0xd9f996c3.
FOC ADC U/V/W=1950/1932/1956 offsets=1952/1933/1953 Vbus=1 (~13mV) Pot=2048.
msh >
msh >
foc_phase_capture stop
FOC phase capture stopped; IO_BEMF disabled.
msh >
msh >
foc_stop
FOC stopped; gate enable and TIM1 outputs are disabled.
msh >
msh >
